schema_version,record_type,id,unit_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,provenance
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0040,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111C,40,111C,111C,88,92,3462,3573,3793,3904,"\eqalign{\bigcap_{n\in\Bbb N}E_n
&=\{x:x\in E_n\Forall n\in\Bbb N\}\cr
&=E_0\cap E_1\cap E_2\cap\ldots.\cr}","\eqalign{\bigcap_{n\in\Bbb N}E_n
&=\{x:x\in E_n\Forall n\in\Bbb N\}\cr
&=E_0\cap E_1\cap E_2\cap\ldots.\cr}",39a130eae1f93a67f6b74866771243a5191979ac08869ee344da36a860577fc2,39a130eae1f93a67f6b74866771243a5191979ac08869ee344da36a860577fc2,f3e155fa980d09149713ddae2496d1880732717104b5b2214b9a0aec7115ed82,$$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0041,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111C,41,111C,111C,93,97,3706,3712,4031,4037,\cup,\cup,d2ecc6688baa55b449c4b494df3f0aaafb8fb2b81dd8f8988823143e0d89335c,d2ecc6688baa55b449c4b494df3f0aaafb8fb2b81dd8f8988823143e0d89335c,d2ecc6688baa55b449c4b494df3f0aaafb8fb2b81dd8f8988823143e0d89335c,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0042,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111C,42,111C,111C,94,97,3714,3720,4039,4045,\cap,\cap,795a720997b722087bf1890e95163d86c089951dc3bc8ef6d46b333a31c7add2,795a720997b722087bf1890e95163d86c089951dc3bc8ef6d46b333a31c7add2,795a720997b722087bf1890e95163d86c089951dc3bc8ef6d46b333a31c7add2,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0043,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111C,43,111C,111C,94,98,3722,3733,4047,4058,\setminus,\setminus,0e301b22b90725c4d37d3575570abd7db95fb4be8ea2f3fe7c8fcbd867f7b35c,0e301b22b90725c4d37d3575570abd7db95fb4be8ea2f3fe7c8fcbd867f7b35c,0e301b22b90725c4d37d3575570abd7db95fb4be8ea2f3fe7c8fcbd867f7b35c,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0044,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111C,44,111C,111C,94,98,3754,3793,4080,4119,"E\setminus F=\{x:x\in
E,\,x\notin F\}","E\setminus F=\{x:x\in
E,\,x\notin F\}",383abe7d193ae8bcf215d4f7803c56d08abf83eb2cd368105389482196a3171c,383abe7d193ae8bcf215d4f7803c56d08abf83eb2cd368105389482196a3171c,301a337c286bb0b2e6fc570d0e66e02ae4f5e95f2ebfa1cc0c7dc0c818faa928,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0045,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111C,45,111C,111C,95,99,3796,3807,4122,4133,\symmdiff,\symmdiff,7002d4263c00c04ce70cfb9a5b43cf6ffb4bcab09a791aecc6a57f694942fa8c,7002d4263c00c04ce70cfb9a5b43cf6ffb4bcab09a791aecc6a57f694942fa8c,7002d4263c00c04ce70cfb9a5b43cf6ffb4bcab09a791aecc6a57f694942fa8c,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0046,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111C,46,111C,111C,95,99,3834,3909,4155,4230,"E\symmdiff
F=(E\setminus F)\cup(F\setminus E)=(E\cup F)\setminus(E\cap F)","E\symmdiff
F=(E\setminus F)\cup(F\setminus E)=(E\cup F)\setminus(E\cap F)",75da74c21e5d41f90f029c4fdb25ce28c55a15783a6fdb3bcb8c221fa63ff8b4,75da74c21e5d41f90f029c4fdb25ce28c55a15783a6fdb3bcb8c221fa63ff8b4,2d73837766da4e175e93e22409cd2b3681ffe66f7d3955257b68236e373fcfcb,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0047,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111D,47,111D,111D,102,107,4159,4167,4515,4523,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0048,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111D,48,111D,111D,102,107,4181,4189,4530,4538,\Sigma,\Sigma,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0049,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111D,49,111D,111D,103,108,4195,4203,4554,4562,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0050,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111D,50,111D,111D,103,108,4226,4229,4568,4571,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0051,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DA,51,111Da,111Da,106,111,4294,4312,4651,4669,E\cup F\in\Sigma,E\cup F\in\Sigma,ff2721044cd6e39a16c9a6897819e9f3d0bebb70e4523b8a58cc6055fe0a0748,ff2721044cd6e39a16c9a6897819e9f3d0bebb70e4523b8a58cc6055fe0a0748,0bf49ab511124300f79bd508be170c78951fc899498bc1357646cbbda12e878e,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0052,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DA,52,111Da,111Da,106,111,4321,4324,4682,4685,E,E,a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58,a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58,a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0053,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DA,53,111Da,111Da,106,112,4326,4338,4687,4699,F\in\Sigma,F\in\Sigma,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0054,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DA,54,111Da,111Da,108,113,4363,4366,4729,4732,E,E,a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58,a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58,a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0055,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DA,55,111Da,111Da,108,113,4368,4380,4734,4746,F\in\Sigma,F\in\Sigma,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0056,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DA,56,111Da,111Da,108,113,4386,4393,4757,4764,E_0=E,E_0=E,4c13c1aa69b974b6bd2ff9429762a05751e26bb841c55ed7e6f5c882e51a9305,4c13c1aa69b974b6bd2ff9429762a05751e26bb841c55ed7e6f5c882e51a9305,4c13c1aa69b974b6bd2ff9429762a05751e26bb841c55ed7e6f5c882e51a9305,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0057,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DA,57,111Da,111Da,108,114,4395,4402,4766,4773,E_n=F,E_n=F,9969f4bbb407c345a89c3fe69784ac2444a91084865d0abe622705b959a42f27,9969f4bbb407c345a89c3fe69784ac2444a91084865d0abe622705b959a42f27,9969f4bbb407c345a89c3fe69784ac2444a91084865d0abe622705b959a42f27,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0058,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DA,58,111Da,111Da,108,114,4407,4415,4780,4788,n\ge 1,n\ge 1,0ea23ff258f70003ac6889ed40ac7fd30ef312ada910f9f228bfbb07ce5b0ee1,0ea23ff258f70003ac6889ed40ac7fd30ef312ada910f9f228bfbb07ce5b0ee1,37da60206b14e06bf71351a297c4bf5db7653b3a6defb20cd4a5b8d8af1cd1ae,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0059,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DA,59,111Da,111Da,109,114,4423,4456,4795,4828,\langle E_n\rangle_{n\in\Bbb N},\langle E_n\rangle_{n\in\Bbb N},705523b1e443112bfe7e49097ed775865a0c1b0262504e58a7759405f1523c7b,705523b1e443112bfe7e49097ed775865a0c1b0262504e58a7759405f1523c7b,10e29aed3353023b170869c4aac7aac23b33ba7104f37da4731e0722ee3ab858,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0060,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DA,60,111Da,111Da,109,115,4474,4482,4853,4861,\Sigma,\Sigma,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0061,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DA,61,111Da,111Da,109,115,4487,4529,4866,4908,"E\cup
F=\bigcup_{n\in\Bbb N}E_n\in\Sigma","E\cup
F=\bigcup_{n\in\Bbb N}E_n\in\Sigma",7067d98fd683cf86f8dd2781d01f1aac5c0fe467572002907654dadd5f3eb44f,7067d98fd683cf86f8dd2781d01f1aac5c0fe467572002907654dadd5f3eb44f,2202046c693241fb6909ef4e05108d8e9f0665197a7940836e64c241e3f22359,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0062,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DB,62,111Db,111Db,113,119,4564,4582,4943,4961,E\cap F\in\Sigma,E\cap F\in\Sigma,2dfe52bbd73f5f8dd47f4aac489cf9af7000634935934a4bc4bf92584cd1347e,2dfe52bbd73f5f8dd47f4aac489cf9af7000634935934a4bc4bf92584cd1347e,97eb87fa3334ad571279a695564ceb8e23a88ab27efdb68be5a5843cb7d5c16a,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0063,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DB,63,111Db,111Db,113,119,4591,4594,4974,4977,E,E,a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58,a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58,a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0064,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DB,64,111Db,111Db,113,120,4596,4608,4979,4991,F\in\Sigma,F\in\Sigma,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0065,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DB,65,111Db,111Db,115,121,4661,4675,5043,5057,X\setminus E,X\setminus E,2c465eb7c4e164da02751f1abae8a02869baa1b9405e0ee5b031d97699de235e,2c465eb7c4e164da02751f1abae8a02869baa1b9405e0ee5b031d97699de235e,e89598b0264b37c7c396c4e87e2eaeda588cc17e6e746ce7d26005d3266c5ff2,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0066,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DB,66,111Db,111Db,115,122,4680,4703,5062,5085,"X\setminus
F\in\Sigma",X\setminus F\in\Sigma,d8a7f1775c098a97b4281f691fc56262f388ea60e5c497f4a6d951f156cc83ca,8cf17498efe4e0fc3b766342b2de099f93062e560f7e5458b7f41e109da16018,40b52fb25b0818150c4bda40cae5b373678f77fb5ea20d7e04076b5b66cd0519,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0067,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DB,67,111Db,111Db,116,123,4732,4775,5118,5161,"(X\setminus E)\cup(X\setminus
F)\in\Sigma",(X\setminus E)\cup(X\setminus F)\in\Sigma,4e3169140b2b9d560ad4f3ddd6afac7048113888b8e89d3895c110d304bb1045,cda31586a6335c088d0a3216823cdc37d049e6f3e4c025130c230e72ab2e8937,f635535c5397fa1068ed40fbb966ec8af5697ba91ad5f531eff5e2b67ec9588f,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0068,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DB,68,111Db,111Db,117,124,4797,4852,5189,5244,"X\setminus((X\setminus
E)\cup(X\setminus F))\in\Sigma",X\setminus((X\setminus E)\cup(X\setminus F))\in\Sigma,e77cba7c2e8e0a08a789a54f81930df92f7de5fdc8705725a8bf20e4b1f88d24,0023cf3731cc7aa8c8e957cebeb1792fce37fb459d08592a75a0d3aa14c30441,a0cf1c3a2156be0c5785f79373c0eb46d91db5bdf5114b9ff4a24fcb8e1996f7,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0069,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DB,69,111Db,111Db,118,125,4872,4881,5293,5302,E\cap F,E\cap F,60d23eb48bea100da72b8c2532a1ce348a83d730fdcd5d2cea2090121cded86a,60d23eb48bea100da72b8c2532a1ce348a83d730fdcd5d2cea2090121cded86a,4cbdc29bcc31be7ac1fbb24e5077dc34652f4bfff192d80441c00a0134449f65,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0070,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DC,70,111Dc,111Dc,121,128,4916,4939,5337,5360,E\setminus F\in\Sigma,E\setminus F\in\Sigma,d81722cd8aded43ce5480e588b9f71037ce84d90d12b8bdd72cbc542c90f59ce,d81722cd8aded43ce5480e588b9f71037ce84d90d12b8bdd72cbc542c90f59ce,8dc568bb2a49f0f864bcb39177186d026df012f4cb989812d0519366eef5dbd4,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0071,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DC,71,111Dc,111Dc,121,128,4948,4951,5373,5376,E,E,a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58,a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58,a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0072,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DC,72,111Dc,111Dc,122,129,4953,4965,5378,5390,F\in\Sigma,F\in\Sigma,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0073,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DC,73,111Dc,111Dc,123,130,4983,5017,5408,5442,E\setminus F=E\cap(X\setminus F),E\setminus F=E\cap(X\setminus F),bc8f97ccaea4eb7c83bc4e66de6cf26c24be80ac46753a6f2b3d683cca4662ad,bc8f97ccaea4eb7c83bc4e66de6cf26c24be80ac46753a6f2b3d683cca4662ad,63075e3e6d5ee68dfe10c6a739b328f426ea24f28ec7dbd3714fba56e7bc9ab8,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0074,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DD,74,111Dd,111Dd,127,134,5069,5102,5496,5529,\langle E_n\rangle_{n\in\Bbb N},\langle E_n\rangle_{n\in\Bbb N},705523b1e443112bfe7e49097ed775865a0c1b0262504e58a7759405f1523c7b,705523b1e443112bfe7e49097ed775865a0c1b0262504e58a7759405f1523c7b,10e29aed3353023b170869c4aac7aac23b33ba7104f37da4731e0722ee3ab858,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0075,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DD,75,111Dd,111Dd,128,134,5120,5128,5554,5562,\Sigma,\Sigma,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0076,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DD,76,111Dd,111Dd,130,137,5144,5307,5586,5749,"\eqalign{\bigcap_{n\in\Bbb N}E_n
&=\{x:x\in E_n\Forall n\in\Bbb N\}\cr
&=E_0\cap E_1\cap E_2\cap\ldots\cr
&=X\setminus\bigcup_{n\in\Bbb N}(X\setminus E_n);\cr}","\eqalign{\bigcap_{n\in\Bbb N}E_n
&=\{x:x\in E_n\Forall n\in\Bbb N\}\cr
&=E_0\cap E_1\cap E_2\cap\ldots\cr
&=X\setminus\bigcup_{n\in\Bbb N}(X\setminus E_n);\cr}",e0a8f8aa96ea27d71b5916c03776a39dd6a862d1559ed4c14d7aefddce5e155d,e0a8f8aa96ea27d71b5916c03776a39dd6a862d1559ed4c14d7aefddce5e155d,164119200bcd8b9e81c789e16a413e7d581c80b08ad6904c94274bf1fb7a17d4,$$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0077,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111DD,77,111Dd,111Dd,135,142,5340,5348,5794,5802,\Sigma,\Sigma,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
