schema_version,record_type,id,rights_id,resource_kind,uri,local_path,bytes,sha256,rows,file_count,expanded_bytes,relation,verification_status,provenance
1.1.0,resource,O007-RESOURCE-MT135-SOURCE,,official-source-member,,authority/fremlin/source/mt1.2011/mt135.tex,26129,5b7029f431f3f4ef7a75450c45a48e7beafa8ebf688bc6e0287d58e0a3dcd893,,,,official authority member for O007-FREMLIN-V1-S135,frozen official source bytes verified,"{""basis"":""exact current Chapter 13 boundary input"",""kind"":""resource-witness""}"
1.1.0,resource,O007-RESOURCE-MT135-TARGET,,translated-target,,source/id-ID/mt135.tex,29223,8e4eeb3d864f81fe6b27be59ee145d0bb5ca3ad5e01e279f951c922ca7ec965a,,,,complete id-ID editable target for O007-FREMLIN-V1-S135,current translated target bytes verified,"{""basis"":""exact current Chapter 13 boundary input"",""kind"":""resource-witness"",""source_resource_ids"":[""O007-RESOURCE-MT135-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT135-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt135-structural-qa.json,1893,0236c5b4fb555248ab78c487b820ef592f5a1aa0a4949fb47e4bbaf85bf92922,,,,source-target structural replay for O007-FREMLIN-V1-S135,passing structural QA receipt,"{""basis"":""exact current Chapter 13 boundary input"",""kind"":""resource-witness"",""source_resource_ids"":[""O007-RESOURCE-MT135-SOURCE"",""O007-RESOURCE-MT135-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT136-SOURCE,,official-source-member,,authority/fremlin/source/mt1.2011/mt136.tex,22658,2c0a80f0271c2fac933eeb21cd8dd719f201dbc4fbf859b534dc5f768c05b641,,,,official authority member for O007-FREMLIN-V1-S136,frozen official source bytes verified,"{""basis"":""exact current Chapter 13 boundary input"",""kind"":""resource-witness""}"
1.1.0,resource,O007-RESOURCE-MT136-TARGET,,translated-target,,source/id-ID/mt136.tex,25298,aadd0bdbb660d8843ed83189eb0f0362f2b5aed22b42544f4deac57f382eec92,,,,complete id-ID editable target for O007-FREMLIN-V1-S136,current translated target bytes verified,"{""basis"":""exact current Chapter 13 boundary input"",""kind"":""resource-witness"",""source_resource_ids"":[""O007-RESOURCE-MT136-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT136-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt136-structural-qa.json,2969,4d75173a776eed10044090172b8cfffc4e6c8b546c7cae4a42345ca9797a4f1e,,,,source-target structural replay for O007-FREMLIN-V1-S136,passing structural QA receipt,"{""basis"":""exact current Chapter 13 boundary input"",""kind"":""resource-witness"",""source_resource_ids"":[""O007-RESOURCE-MT136-SOURCE"",""O007-RESOURCE-MT136-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT10-SOURCE,,authority-source-member,,authority/fremlin/source/mt1.2011/mt10.tex,13705,583e6a9e306d6eb4776df5260d04f8296cf27bb97aa740d8003802c12f5de452,,,,complete official source member for O007-FREMLIN-V1-FRONT-MT10,identity matches passing structural receipt,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT10-TARGET,,complete-id-ID-source-member,,source/id-ID/mt10.tex,14003,e5d7a1cb3403ad14ac188e64fa19f1efbb6964df5a9af7793ee03d338b606faf,,,,complete id-ID translated source for O007-FREMLIN-V1-FRONT-MT10,translation and structural QA complete; reader admission is external,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT10-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT10-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt10-structural-qa.json,2269,adca39485ae1d3b8e6a85e4bd08ebb7981eefe81d01c8db5aca9cc4054001083,,,,passing structural QA for O007-FREMLIN-V1-FRONT-MT10,pass=true and source/target identities replayed,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT10-SOURCE"",""O007-RESOURCE-MT10-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT01-SOURCE,,authority-source-member,,authority/fremlin/source/mt1.2011/mt01.tex,3628,ac7473c0f35a20fe4ddfd50036c7c50ee094495c65c5965b593623927835cdd4,,,,complete official source member for O007-FREMLIN-V1-FRONT-MT01,identity matches passing structural receipt,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT01-TARGET,,complete-id-ID-source-member,,source/id-ID/mt01.tex,3568,b69ed5a8a197245980eb58894efa21b1bb1f6890a6552ca75603d4131c4826cc,,,,complete id-ID translated source for O007-FREMLIN-V1-FRONT-MT01,translation and structural QA complete; reader admission is external,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT01-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT01-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt01-structural-qa.json,1607,05adf1a3b79d42271bd49666b8728970091fbb5a244aebd6e7d7587f412a56bb,,,,passing structural QA for O007-FREMLIN-V1-FRONT-MT01,pass=true and source/target identities replayed,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT01-SOURCE"",""O007-RESOURCE-MT01-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT1-SOURCE,,authority-source-member,,authority/fremlin/source/mt1.2011/mt1.tex,7144,c58c27434928c83ab4bd5727dfeeb538d6144dca0bbf1475963ed2bff7baad3b,,,,complete official source member for O007-FREMLIN-V1-FRONT-MT1,identity matches passing structural receipt,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT1-TARGET,,complete-id-ID-source-member,,source/id-ID/mt1.tex,7839,28a591d994dd026bf4a39f66d53d827d4afb928b1ff8474e1a2668d09a697146,,,,complete id-ID translated source for O007-FREMLIN-V1-FRONT-MT1,translation and structural QA complete; reader admission is external,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT1-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt1-structural-qa.json,1602,4a92f7703f2abd489b4f8fb0358df875a66f51e9e0e032121b60608e990acbd0,,,,passing structural QA for O007-FREMLIN-V1-FRONT-MT1,pass=true and source/target identities replayed,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1-SOURCE"",""O007-RESOURCE-MT1-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT11-SOURCE,,authority-source-member,,authority/fremlin/source/mt1.2011/mt11.tex,5875,d077c5498e6a5a1136e41b7b8eaf07a7c6b576af2c32abbbd304aec3f7c3f90b,,,,complete official source member for O007-FREMLIN-V1-FRONT-MT11,identity matches passing structural receipt,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT11-TARGET,,complete-id-ID-source-member,,source/id-ID/mt11.tex,6162,e4d8113141fa9651eee18c82705243dd2fa6f9a2ca3dc5e0f1dc8c96c5d1d3af,,,,complete id-ID translated source for O007-FREMLIN-V1-FRONT-MT11,translation and structural QA complete; reader admission is external,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT11-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT11-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt11-structural-qa.json,1609,5ec355d81e6451a3dbe6839a3b04b41e5e5752215d1a95f091f73deb07f8935e,,,,passing structural QA for O007-FREMLIN-V1-FRONT-MT11,pass=true and source/target identities replayed,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT11-SOURCE"",""O007-RESOURCE-MT11-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT12-SOURCE,,authority-source-member,,authority/fremlin/source/mt1.2011/mt12.tex,1603,bf1f5adf81e557f8958b38edd8c59f4170c8686614878c4104814c1d22548e59,,,,complete official source member for O007-FREMLIN-V1-FRONT-MT12,identity matches passing structural receipt,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT12-TARGET,,complete-id-ID-source-member,,source/id-ID/mt12.tex,1686,822993fe5645b2e5b0b02dfe95f8b6cf7d52a08c37966c44be28229a64b6a38a,,,,complete id-ID translated source for O007-FREMLIN-V1-FRONT-MT12,translation and structural QA complete; reader admission is external,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT12-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT12-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt12-structural-qa.json,1599,14a0021f6acb0ab631c61169738f4b168a04d1ecfde7322ae0b96db4f792a33c,,,,passing structural QA for O007-FREMLIN-V1-FRONT-MT12,pass=true and source/target identities replayed,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT12-SOURCE"",""O007-RESOURCE-MT12-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT1A-SOURCE,,authority-source-member,,authority/fremlin/source/mt1.2011/mt1a.tex,1102,4ebe7dc511763be44d670bb6cbd1c40eb84f8c895057c756422826ea83bf1f37,,,,complete official source member for O007-FREMLIN-V1-APPENDIX-INTRO,identity matches passing structural receipt,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT1A-TARGET,,complete-id-ID-source-member,,source/id-ID/mt1a.tex,1233,8a566a2386592d409e1d0da624f3df06d95577455345e7f4288469d6ae34225d,,,,complete id-ID translated source for O007-FREMLIN-V1-APPENDIX-INTRO,translation and structural QA complete; reader admission is external,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1A-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT1A-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt1a-structural-qa.json,1607,5c73e189f741bafd831ee26770734d44ff1892f09fbe21c1c73c08f7704226b3,,,,passing structural QA for O007-FREMLIN-V1-APPENDIX-INTRO,pass=true and source/target identities replayed,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1A-SOURCE"",""O007-RESOURCE-MT1A-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT1A1-SOURCE,,authority-source-member,,authority/fremlin/source/mt1.2011/mt1a1.tex,16731,482bdbe2a55bdc8f9f03c8f6fcade7d743b7b988659b9044d6bec16fa5d32289,,,,complete official source member for O007-FREMLIN-V1-A1,identity matches passing structural receipt,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT1A1-TARGET,,complete-id-ID-source-member,,source/id-ID/mt1a1.tex,18530,30a70565223af10939c788ff16b864ad5b8b6f2dc9ccfa6a18e5af32d51b5ecd,,,,complete id-ID translated source for O007-FREMLIN-V1-A1,translation and structural QA complete; reader admission is external,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1A1-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT1A1-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt1a1-structural-qa.json,1879,32ccf2b6b92b150d1be4a59734a188cde079a6c43e9af89e3b399aa2135c4f32,,,,passing structural QA for O007-FREMLIN-V1-A1,pass=true and source/target identities replayed,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1A1-SOURCE"",""O007-RESOURCE-MT1A1-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT1A2-SOURCE,,authority-source-member,,authority/fremlin/source/mt1.2011/mt1a2.tex,5978,347e774290e9d396218f6ba1e91620e1e67baf98efc387df43332bd7dae74852,,,,complete official source member for O007-FREMLIN-V1-A2,identity matches passing structural receipt,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT1A2-TARGET,,complete-id-ID-source-member,,source/id-ID/mt1a2.tex,6331,de4a48a1681e3f13f85f689d8ed3bf3e349b41b1db6ce6415f10e2c5dd150801,,,,complete id-ID translated source for O007-FREMLIN-V1-A2,translation and structural QA complete; reader admission is external,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1A2-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT1A2-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt1a2-structural-qa.json,2097,91d19d0f7266b298b7f332cdaad5a52599a024a65c4704de2c6fbb4f4182b793,,,,passing structural QA for O007-FREMLIN-V1-A2,pass=true and source/target identities replayed,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1A2-SOURCE"",""O007-RESOURCE-MT1A2-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT1A3-SOURCE,,authority-source-member,,authority/fremlin/source/mt1.2011/mt1a3.tex,8391,8dbfa08eb8553477b1c39a3ea6d1f969550498f352a4ca9afe119bb7887c744c,,,,complete official source member for O007-FREMLIN-V1-A3,identity matches passing structural receipt,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT1A3-TARGET,,complete-id-ID-source-member,,source/id-ID/mt1a3.tex,8844,78d66b4dea48daa794dd9c7e9fce385b203f59a6034468431f5d97c969a7287c,,,,complete id-ID translated source for O007-FREMLIN-V1-A3,translation and structural QA complete; reader admission is external,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1A3-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT1A3-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt1a3-structural-qa.json,4490,fb0d95dca22448bdfa83338b41f105717849e428047d81943574391eff8e5b7b,,,,passing structural QA for O007-FREMLIN-V1-A3,pass=true and source/target identities replayed,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1A3-SOURCE"",""O007-RESOURCE-MT1A3-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT1CONC-SOURCE,,authority-source-member,,authority/fremlin/source/mt1.2011/mt1conc.tex,1292,03663ade39a6227e3ed4e628fcff98f5012e1a3238c207413a1d27d0734ff16f,,,,complete official source member for O007-FREMLIN-V1-CONCORDANCE,identity matches passing structural receipt,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT1CONC-TARGET,,complete-id-ID-source-member,,source/id-ID/mt1conc.tex,1266,be51adec453a5dda8f52e18f5fdaa9404ec049d27d5a38b25216dc4e41fe6b4a,,,,complete id-ID translated source for O007-FREMLIN-V1-CONCORDANCE,translation and structural QA complete; reader admission is external,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1CONC-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT1CONC-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt1conc-structural-qa.json,1560,86ef8129d9a6ee0978255c63599d092190cca64970a82580066458d81e4013ec,,,,passing structural QA for O007-FREMLIN-V1-CONCORDANCE,pass=true and source/target identities replayed,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1CONC-SOURCE"",""O007-RESOURCE-MT1CONC-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT1R-SOURCE,,authority-source-member,,authority/fremlin/source/mt1.2011/mt1r.tex,2278,d59c6d646ebe1be1cdd1f130045c21ff13bd5e3f343901c28d318aefb4f76880,,,,complete official source member for O007-FREMLIN-V1-REFERENCES,identity matches passing structural receipt,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT1R-TARGET,,complete-id-ID-source-member,,source/id-ID/mt1r.tex,2350,cf7da23510a808439e4e51533a3a10a4b2f83c50e9a20de4acf32850834f0207,,,,complete id-ID translated source for O007-FREMLIN-V1-REFERENCES,translation and structural QA complete; reader admission is external,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1R-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT1R-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt1r-structural-qa.json,2863,6c8afdb2b34b0b82efcb0aadd9f2c8670d137c12d2333bda24ed0d612df924aa,,,,passing structural QA for O007-FREMLIN-V1-REFERENCES,pass=true and source/target identities replayed,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MT1R-SOURCE"",""O007-RESOURCE-MT1R-TARGET""]}"
