schema_version,record_type,id,unit_id,rights_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,anchor_note,segment_kind,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V1-FRONT-MT10-SEGMENT-0001,O007-FREMLIN-V1-FRONT-MT10,O007-RIGHTS-FREMLIN-DSL,1,mt10,O007-FREMLIN-V1-FRONT-MT10-COMPLETE-FILE,O007-FREMLIN-V1-FRONT-MT10-COMPLETE-FILE,unit-metadata,false,,complete-source-member,1,402,1,404,0,13705,0,14003,583e6a9e306d6eb4776df5260d04f8296cf27bb97aa740d8003802c12f5de452,e5d7a1cb3403ad14ac188e64fa19f1efbb6964df5a9af7793ee03d338b606faf,"{""basis"":""Exact stable source-to-id-ID map; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT10-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-A3-SEGMENT-0002,O007-FREMLIN-V1-A3,O007-RIGHTS-FREMLIN-DSL,2,1A3A,1A3A,1A3A,explicit,false,,exposition,14,34,13,32,294,900,283,927,5ae108e20cdae9ac0aadd3520940e46a3b55ff2608d82ad96e574b5718465000,99776881fde0a9cd6a887f7d269d51520fd5634147b0b2388803df7db4006c45,"{""basis"":""Exact stable source-to-id-ID map; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT1A3-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-A3-SEGMENT-0003,O007-FREMLIN-V1-A3,O007-RIGHTS-FREMLIN-DSL,3,1A3Ab,1A3Ab,1A3Ab,explicit,false,,exposition,34,57,32,54,900,1595,927,1645,5409f51c878437e67ecefa999b3273b12da08cba00f2f4fd7d18f6718680c275,1dc7434dfba029dbb244d177b58b1b83f860aad8d7cd34b6c63c807c8298a095,"{""basis"":""Exact stable source-to-id-ID map; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT1A3-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-A3-SEGMENT-0004,O007-FREMLIN-V1-A3,O007-RIGHTS-FREMLIN-DSL,4,1A3Ac,1A3Ac,1A3Ac,explicit,false,,exposition,58,84,55,82,1595,2709,1645,2969,519fef2180380397d286b279216e1c56e0ac0e11743fc6f643f486b20de55f32,8d88168ca9e585c9fc50609c299d11364a089816432a7d1db977f648daf737cd,"{""basis"":""Exact stable source-to-id-ID map; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT1A3-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-A3-SEGMENT-0005,O007-FREMLIN-V1-A3,O007-RIGHTS-FREMLIN-DSL,5,1A3B,1A3B,1A3B,explicit,false,,exposition,85,199,83,198,2709,6585,2969,6989,697b972c5f7b49a7f5fc85ad10c83317d51b973cb89f65423752c667a38e28e6,df68606c0faf10ce291c5766eed38cf79d1b893a0bfc093d44d53b8f2bcfae8f,"{""basis"":""Exact stable source-to-id-ID map; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT1A3-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-A3-SEGMENT-0006,O007-FREMLIN-V1-A3,O007-RIGHTS-FREMLIN-DSL,6,1A3C,1A3C,1A3C,explicit,false,,exposition,200,205,199,204,6585,6818,6989,7233,6dbc4ee12a873335ee81bb82346dcadba09b8f2e45a2f6e38e0e2079d1a7db36,3bffc33ef4ce0de0648c9095e2652c6ebbddf5350d726f38f0d50126cfecfaec,"{""basis"":""Exact stable source-to-id-ID map; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT1A3-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-A3-SEGMENT-0007,O007-FREMLIN-V1-A3,O007-RIGHTS-FREMLIN-DSL,7,*1A3D,*1A3D,*1A3D,explicit,false,,exposition,206,248,205,246,6818,8391,7233,8844,c293aeeb76653d3e197c4c48646f5388ae29a9eb025f0cc9888ea21e25dc9231,1ae472d9b2f91f5421921868478e64f1002a01e211d2b204f274a5fddcbab589,"{""basis"":""Exact stable source-to-id-ID map; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT1A3-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-CONCORDANCE-SEGMENT-0001,O007-FREMLIN-V1-CONCORDANCE,O007-RIGHTS-FREMLIN-DSL,1,mt1conc,O007-FREMLIN-V1-CONCORDANCE-COMPLETE-FILE,O007-FREMLIN-V1-CONCORDANCE-COMPLETE-FILE,unit-metadata,false,,complete-source-member,1,40,1,40,0,1292,0,1266,03663ade39a6227e3ed4e628fcff98f5012e1a3238c207413a1d27d0734ff16f,be51adec453a5dda8f52e18f5fdaa9404ec049d27d5a38b25216dc4e41fe6b4a,"{""basis"":""Exact stable source-to-id-ID map; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT1CONC-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-REFERENCES-SEGMENT-0001,O007-FREMLIN-V1-REFERENCES,O007-RIGHTS-FREMLIN-DSL,1,mt1r,O007-FREMLIN-V1-REFERENCES-COMPLETE-FILE,O007-FREMLIN-V1-REFERENCES-COMPLETE-FILE,unit-metadata,false,,complete-source-member,1,65,1,65,0,2278,0,2350,d59c6d646ebe1be1cdd1f130045c21ff13bd5e3f343901c28d318aefb4f76880,cf7da23510a808439e4e51533a3a10a4b2f83c50e9a20de4acf32850834f0207,"{""basis"":""Exact stable source-to-id-ID map; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT1R-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0001,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,1,O007-FREMLIN-V1-MTI-N0001,O007-FREMLIN-V1-MTI-T0001,O007-FREMLIN-V1-MTI-T0001,explicit,false,,index-heading_definition,23,23,11,11,745,768,98,122,d4d80aa0d431c983dd44ae1567ede6555d390032cde135bfc95a4625b7549fdd,6ed82e73a4ed6e25fb789bf64fbb0deae7fb6e581455be79e5543d30ea5844c2,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0002,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,2,O007-FREMLIN-V1-MTI-N0002,O007-FREMLIN-V1-MTI-T0002,O007-FREMLIN-V1-MTI-T0002,explicit,false,,index-heading_definition,24,24,12,12,769,815,123,162,30fadd7459b3784b68bf9bcec35faa98a674263ae7319d22fb62d18e36bba6b3,3f10240bdf69d7c89abac119bab8121168289460e58eea1e177a768d0844d402,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0003,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,3,O007-FREMLIN-V1-MTI-N0003,O007-FREMLIN-V1-MTI-T0003,O007-FREMLIN-V1-MTI-T0003,explicit,false,,index-display_heading,51,51,39,39,1617,1657,947,984,7eee2970e82d191851ee32ca33694e369040a27077f399b3273d118c6d322034,c77a41b20c9bc1ef56f6b14bfe3b2f8f82aeaac193902f7a7ea51fab4f570329,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0004,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,4,O007-FREMLIN-V1-MTI-N0004,O007-FREMLIN-V1-MTI-T0004,O007-FREMLIN-V1-MTI-T0004,explicit,false,,index-reader_prose,69,73,57,61,2205,2838,1117,1903,c264fc27d10b7651337cd962e6b80ae5a048c92ac7038523c3824da0af013521,940de29bcd3791034d4cf6688052158292ef592cd5c282d51b049986cdb87288,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0005,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,5,O007-FREMLIN-V1-MTI-H0001,O007-FREMLIN-V1-MTI-T0005,O007-FREMLIN-V1-MTI-T0005,explicit,false,,index-index_heading,277,277,238,238,7625,7644,2093,2112,4a89c78efb9ed8de0672485f8f27705e57390a7967d1f2dbec9be9dd7babdbe6,4a89c78efb9ed8de0672485f8f27705e57390a7967d1f2dbec9be9dd7babdbe6,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0006,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,6,O007-FREMLIN-V1-MTI-PE0001,O007-FREMLIN-V1-MTI-T0006,O007-FREMLIN-V1-MTI-T0006,explicit,false,,index-index_entry,287,287,246,246,7772,7800,2120,2155,056321bd2df92f30cf0cc6ff7cb1eba5fe1e0f9f66178a63485d017c49a2bdc4,3479727e70cb1fc3eac52d6c6e56bc5091359ffa8d0a6e63f3c0910b1b5da8ab,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0007,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,7,O007-FREMLIN-V1-MTI-PE0002,O007-FREMLIN-V1-MTI-T0007,O007-FREMLIN-V1-MTI-T0007,explicit,false,,index-index_entry,289,289,248,248,7802,7845,2157,2199,ce2b70052337ac9ae8cd2acfaf73d7af9d998585677f8781c4703062802be1f9,80a63b15bf661170c023a71477657e208016229477463b0e2966e59096f30e8c,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0008,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,8,O007-FREMLIN-V1-MTI-H0002,O007-FREMLIN-V1-MTI-T0008,O007-FREMLIN-V1-MTI-T0008,explicit,false,,index-index_heading,330,330,288,288,8754,8774,2252,2272,d77085d27f549cec1f14834e42176609652b7f8f2370d737e5ab6449e5339ee9,d77085d27f549cec1f14834e42176609652b7f8f2370d737e5ab6449e5339ee9,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0009,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,9,O007-FREMLIN-V1-MTI-PE0003,O007-FREMLIN-V1-MTI-T0009,O007-FREMLIN-V1-MTI-T0009,explicit,false,,index-index_entry,330,331,289,289,8775,8809,2273,2310,b551992bd19c29a1684027d7984fcd44dba27185c4b4f9a7d5fc00d8a0a4932f,66257ffb0a49cc1b0bf36449d2488ee1639f7458da42247f731aba622f530a30,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0010,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,10,O007-FREMLIN-V1-MTI-H0003,O007-FREMLIN-V1-MTI-T0010,O007-FREMLIN-V1-MTI-T0010,explicit,false,,index-index_heading,337,337,294,294,8934,8961,2315,2342,ff508d3468e1df29c1ab5f9bc2f05e30b506bec0fa6bf19a476d70ad1455d78c,ff508d3468e1df29c1ab5f9bc2f05e30b506bec0fa6bf19a476d70ad1455d78c,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0011,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,11,O007-FREMLIN-V1-MTI-PE0004,O007-FREMLIN-V1-MTI-T0011,O007-FREMLIN-V1-MTI-T0011,explicit,false,,index-index_entry,337,338,295,295,8962,9027,2343,2404,40f2e408039cd7f3f1377dd9ca2003a07dd08c9f77826101106ba82f4e19dc24,16adc1bf91d580888a20b6056f1454b6129078fb5133f8f55d7f889608f5dddc,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0012,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,12,O007-FREMLIN-V1-MTI-H0004,O007-FREMLIN-V1-MTI-T0012,O007-FREMLIN-V1-MTI-T0012,explicit,false,,index-index_heading,369,369,321,321,9697,9718,2430,2451,8ee94c539cd11fc2a1a5dc41815064dd85deba68969cdc28052ccb4ce075475c,2f52c4e23ea3d9cdfca4ee935c52f4efb27fa5da2ba780008fcac0245506ac75,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0013,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,13,O007-FREMLIN-V1-MTI-H0005,O007-FREMLIN-V1-MTI-T0013,O007-FREMLIN-V1-MTI-T0013,explicit,false,,index-index_heading,376,376,326,326,9866,9886,2456,2479,68303ff1ebb6f8ed67e0bb3d1cb254e059123f48186462be4b82910a7c377384,0c2c14027d5a4d3a7ff10fa7e9ed16b790951d35bb1f3ce6cff2c740feb9ae6d,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0014,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,14,O007-FREMLIN-V1-MTI-H0006,O007-FREMLIN-V1-MTI-T0014,O007-FREMLIN-V1-MTI-T0014,explicit,false,,index-index_heading,395,395,343,343,10404,10432,2496,2523,f9f928d6638f2f89ab411064a3282bdcd6f91703795736d9acc86e982c852f82,995bd176eecaa6817cec577d62cab8d20150e45ec2b1ec916a723468d5d373bc,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0015,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,15,O007-FREMLIN-V1-MTI-H0007,O007-FREMLIN-V1-MTI-T0015,O007-FREMLIN-V1-MTI-T0015,explicit,false,,index-index_heading,453,453,391,391,11848,11870,2571,2592,35c3a8fae53ec2abcacc8787b2a2ae461f183fa6619fbd5c9e5f4bbdc3431512,f52385f34f95bfbc2abb61726ffd448a625cab5bd895c344ec1c543e09351631,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0016,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,16,O007-FREMLIN-V1-MTI-H0008,O007-FREMLIN-V1-MTI-T0016,O007-FREMLIN-V1-MTI-T0016,explicit,false,,index-index_heading,456,456,394,394,11910,11934,2595,2620,ff035e74ad29754718c61764259c430227e11369acac7ff814bd480db3b6a02c,e9f7d9ec78f0360938646d885c1b9195b0951a6c626bbe43aa8daa7d3daea995,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0017,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,17,O007-FREMLIN-V1-MTI-H0009,O007-FREMLIN-V1-MTI-T0017,O007-FREMLIN-V1-MTI-T0017,explicit,false,,index-index_heading,462,462,400,400,12050,12077,2626,2651,fb52a06dc7d66bfde68d33b03889de7b7128cf91a86b822ea6720d1c5a0d3b01,005169cc38213be1f7d9c92a0f03a1be20da08ef1eb24d715b8f012d1db319d9,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0018,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,18,O007-FREMLIN-V1-MTI-H0010,O007-FREMLIN-V1-MTI-T0018,O007-FREMLIN-V1-MTI-T0018,explicit,false,,index-index_heading,466,466,403,403,12143,12168,2654,2677,9acc2a11a72f82112b4acbe5fb7e6bd77fb8c465cd8930c40c55e5bb22514418,939e1d4e347fb87a354edf5baff1defd07a1ba100304ed2fa2a1fa97a0b1efd5,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0019,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,19,O007-FREMLIN-V1-MTI-H0011,O007-FREMLIN-V1-MTI-T0019,O007-FREMLIN-V1-MTI-T0019,explicit,false,,index-index_heading,473,473,410,410,12286,12312,2684,2708,ae32d669f4429e24cb042658b4f6a8470d5e30761cf480bd2d5514378b442d9f,dacbc9a2e5d14d167394dda05921770fea1b037bf4365a6e8e3f64274d0ff823,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0020,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,20,O007-FREMLIN-V1-MTI-PE0005,O007-FREMLIN-V1-MTI-T0020,O007-FREMLIN-V1-MTI-T0020,explicit,false,,index-index_entry,473,474,411,411,12313,12337,2709,2726,4f8c964be1aae41909f6d8fd6b3b0c5f21018df565f224795f11cc452e4db50a,581c69a5c773df91a36bc87aa31bd86ea9f96a9b3b51b46b2315a5d0f9556a49,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0021,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,21,O007-FREMLIN-V1-MTI-PE0006,O007-FREMLIN-V1-MTI-T0021,O007-FREMLIN-V1-MTI-T0021,explicit,false,,index-index_entry,478,478,415,415,12375,12430,2730,2780,74ac99ac062c0d89decc039945a12d2f16c07ccd6b63cfec0cc02478c1600c61,586665162f8046d9a2c6e89aa9c4063637d030d657d3f40c558ca5830194e7fc,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0022,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,22,O007-FREMLIN-V1-MTI-PE0007,O007-FREMLIN-V1-MTI-T0022,O007-FREMLIN-V1-MTI-T0022,explicit,false,,index-index_entry,480,480,417,417,12432,12460,2782,2808,f31c3cc7c0535dfc18b90a65e654b889bff5bc2def0615f2e8deb3d0fe95116d,7a66e1a84d8fedc399f0b652ce6fa4882f8ea34b7166e9fc260d1801ac880028,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0023,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,23,O007-FREMLIN-V1-MTI-H0012,O007-FREMLIN-V1-MTI-T0023,O007-FREMLIN-V1-MTI-T0023,explicit,false,,index-index_heading,527,527,456,456,13595,13620,2847,2872,b192beb1460d269a1a2621ca8d918754c5650335945f9d5d6a82e69c9b91ffa6,22aa0bff2d928db6ca0a2b6f5650c493809e5c12041b526b847bfda2cd007bb2,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0024,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,24,O007-FREMLIN-V1-MTI-PE0008,O007-FREMLIN-V1-MTI-T0024,O007-FREMLIN-V1-MTI-T0024,explicit,false,,index-index_entry,527,528,457,457,13621,13673,2873,2932,24591f1bd4ab6be897d0bcdcca963bd26b3495ded6d1e33a300100d63546dfbf,0cc65fe58c22f041e6218eab5fede4f55bc739d443cd1dedef2226e71847938c,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0025,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,25,O007-FREMLIN-V1-MTI-H0013,O007-FREMLIN-V1-MTI-T0025,O007-FREMLIN-V1-MTI-T0025,explicit,false,,index-index_heading,546,546,471,471,14046,14066,2946,2967,b544a2fd8f84d8097569f9fda4b810fa9638ded947025cf66c00da70ff534a69,52fb5b90b27206986c77b51e2e43ff71dadaa5270430c367803c00a630c4a4f1,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0026,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,26,O007-FREMLIN-V1-MTI-H0014,O007-FREMLIN-V1-MTI-T0026,O007-FREMLIN-V1-MTI-T0026,explicit,false,,index-index_heading,554,554,476,476,14215,14240,2972,2995,d31dbd1750ce61f64ebaac3dbf021ea96091742b7c2fc845a351cd271445ef05,4362f321d8a484c89f3e5cc188254608a27a617fc1b4a33cf9d6dcd110614abb,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0027,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,27,O007-FREMLIN-V1-MTI-H0015,O007-FREMLIN-V1-MTI-T0027,O007-FREMLIN-V1-MTI-T0027,explicit,false,,index-index_heading,585,585,499,499,14882,14905,3018,3041,319bcb4f296d91cfd341951251076fb99a3889e11fbb836402c5174c4291b6ed,20f9d9278b1bd2de8f514bdb690000de6eb6e39551a2bf1592096044f0d448f7,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
